run_id,K,topic_id,words
34,12,0,"woman, man, tit, skank, memory, crazy, fyi, indictment, tiny, akgae"
34,12,1,"woman, man, gold, digger, niggas, ein, damn, hit, ik, senator"
34,12,2,"woman, man, ipc, activist, butt, fat, dictator, #gangbang, blackout, #hmu"
34,12,3,"woman, man, slapper, slut, bitch, dom, weak, piece, immigration, toe"
34,12,4,"woman, man, attractive, slag, spin, bint, stupid, fucker, rubina, pride"
34,12,5,"woman, man, sodomize, dumb, mom, fr, ninja, hire, dressup, kr"
34,12,6,"woman, man, girl, snatch, ravana, organize, nan, annoying, whitley, crime"
34,12,7,"woman, man, cock, feminism, win, raven, bela, peasant, vote, frustration"
34,12,8,"woman, man, hate, funny, gain, mansplaine, equal, burden, sculpture, sample"
34,12,9,"woman, man, #notallman, semua, #muscle, slavery, cowboy, satisfy, iphone, merit"
34,12,10,"woman, man, misandry, latex, blonde, pillow, fandom, mgtow, futa, rubber"
34,12,11,"woman, man, whore, slutbag, lot, shoe, gerard, ee, gojou, thirsty"
35,12,0,"rae, honestly, transition, grateful, squirt, shawl, fundamental, mad, vw, hezekiah"
35,12,1,"lpf, pee, yadda, backin, hostage, nudity, naseeha, local, neighbor, pharmacy"
35,12,2,"bela, pathfinder, chance, #mi, #ibelieveher, url, furniture, eu, train, unfunny"
35,12,3,"airtel, coz, grinch, #airtel, nw, embarrassing, polish, akgae, whitley, male"
35,12,4,"latex, slag, ipc, burden, jimin, sculpture, rubber, schumer, suicide, sudden"
35,12,5,"colourful, mag, ily, mhm, comin, omah, culture, unborn, techie, sixteen"
35,12,6,"tit, bbc, peasant, futa, foul, hater, pm, feminist, burp, examiner"
35,12,7,"deserve, ein, raven, iranian, sabi, campaigner, organize, nan, build, twenty"
35,12,8,"skank, nude, indian, anal, #bc, tobey, dempsey, bha, lily, prayer"
35,12,9,"kindle, sabotage, sunga, weekly, boomer, aspect, woe, credential, jecha, lawyer"
35,12,10,"hint, intention, hindu, diljit, envy, kr, mazepin, aka, set, gordon"
35,12,11,"fandom, ten, cheerleader, thirsty, mile, rona, ec, sumn, jc, dna"
36,12,0,"woman, man, feminazi, mansplaine, patriarchy, sexist, farm, opposition, ninja, sorry"
36,12,1,"woman, man, girl, tease, prostitute, cus, immigration, onlyfan, beat, payment"
36,12,2,"woman, man, latex, skirt, ein, shut, folk, yer, rubber, bath"
36,12,3,"woman, man, call, wife, ipc, person, illegal, senate, back, predictable"
36,12,4,"woman, man, slutbag, believe, gain, manspreading, probably, culture, write, cheat"
36,12,5,"woman, man, whore, skank, digger, slag, gold, experience, slapper, grab"
36,12,6,"woman, man, rape, beat, issue, kiddo, view, ter, lpf, airtel"
36,12,7,"woman, man, cock, slapper, tease, arteta, fandom, pandemic, islam, florida"
36,12,8,"woman, man, gangbange, slut, action, sculpture, opposite, buy, pathfinder, rpg"
36,12,9,"woman, man, bitch, tit, deserve, spin, ass, time, deny, yadda"
36,12,10,"woman, man, hate, lot, raven, speech, slut, kay, sagittarius, dis"
36,12,11,"woman, man, cock, blonde, block, hand, reporter, confident, beef, pendent"
